Formal Name	District	Chamber	First Name	Surname	Party	DC Office	DC Voice	District Voice	Electronic Correspondence	Web
Sen. Richard Burr (R)	NCSR	Senator	Richard	Burr	Republican	217 Russell Senate Office Building	202-224-3154	704-833-0854	http://www.burr.senate.gov/public/index.cfm?FuseAction=Contact.ContactForm	http://www.burr.senate.gov/public/
Sen. Thom Tillis (R)	NCJR	Senator	Thom	Tillis	Republican	G55 Dirksen Senate Office Building	202-224-6342	605-332-8896	N/A	N/A
G. K. Butterfield, Jr. (D-01)	NC01	Representative	G.	Butterfield	Democrat	2305 Rayburn House Office Building	202-225-3101	252-237-9816	http://butterfield.house.gov/contact/email-me	http://butterfield.house.gov/
Renee L. Ellmers (R-02)	NC02	Representative	Renee	Ellmers	Republican	1210 Cannon House Office Building	202-225-4531	910-230-1910	https://reneeellmers.house.gov/contact/	http://ellmers.house.gov/
Walter B. Jones, Jr. (R-03)	NC03	Representative	Walter	Jones	Republican	2333 Rayburn House Office Building	202-225-3415	800-351-1697	https://jones.house.gov/contact-me/email-me	http://jones.house.gov/
David Price (D-04)	NC04	Representative	David	Price	Democrat	2108 Rayburn House Office Building	202-225-1784	910-323-0260	https://price.house.gov/contact	http://price.house.gov/
Virginia Foxx (R-05)	NC05	Representative	Virginia	Foxx	Republican	1230 Longworth House Office Building	202-225-2071	336-778-0211	http://foxx.house.gov/contact/	http://foxx.house.gov/
Mark Walker (R-06)	NC06	Representative	Mark	Walker	Republican	312 Cannon House Office Building	202-225-3065	336-333-5005	https://walker.house.gov/contact/email	https://walker.house.gov/
David Rouzer (R-07)	NC07	Representative	David	Rouzer	Republican	424 Cannon House Office Building	202-225-2731	910-253-6111	https://rouzer.house.gov/contact/email	https://rouzer.house.gov/
Richard Hudson (R-08)	NC08	Representative	Richard	Hudson	Republican	429 Cannon House Office Building	202-225-3715	704-786-1612	https://hudson.house.gov/email-me	http://hudson.house.gov/
Robert Pittenger (R-09)	NC09	Representative	Robert	Pittenger	Republican	224 Cannon House Office Building	202-225-1976	704-362-1060	http://pittenger.house.gov/contact	http://pittenger.house.gov/
Patrick McHenry (R-10)	NC10	Representative	Patrick	McHenry	Republican	2324 Rayburn House Office Building	202-225-2576	828-327-6100	http://mchenry.house.gov/contact/zipauth.htm	http://mchenry.house.gov/
Mark Meadows (R-11)	NC11	Representative	Mark	Meadows	Republican	1516 Longworth House Office Building	202-225-6401	828-693-5660	https://meadows.house.gov/contact/email-me	http://meadows.house.gov/
Alma Adams (D-12)	NC12	Representative	Alma	Adams	Democrat	222 Cannon House Office Building	202-225-1510	704-344-9950	http://adamsforms.house.gov/contact/	http://adams.house.gov/
George Holding (R-13)	NC13	Representative	George	Holding	Republican	507 Cannon House Office Building	202-225-3032	919-782-4400	https://holding.house.gov/contact/email-me	http://holding.house.gov/
Sen. John Hoeven (R)	NDSR	Senator	John	Hoeven	Republican	338 Russell Senate Office Building	202-224-2551	701-250-4618	http://www.hoeven.senate.gov/public/index.cfm/email-the-senator	http://www.hoeven.senate.gov/public/
Sen. Heidi Heitkamp (D)	NDJR	Senator	Heidi	Heitkamp	Democrat	502 Hart Senate Office Building	202-224-2043	701-258-4648	http://www.heitkamp.senate.gov/public/index.cfm/email-heidi	http://www.heitkamp.senate.gov/public/
Kevin Cramer (R-ALL)	ND00	Representative	Kevin	Cramer	Republican	1032 Longworth House Office Building	202-225-2611	701-224-0355	https://cramer.house.gov/contact/email-me	http://cramer.house.gov/
Sen. Deb Fischer (R)	NESR	Senator	Deb	Fischer	Republican	383 Russell Senate Office Building	202-224-4224		http://www.fischer.senate.gov/public/?p=email-deb	http://www.fischer.senate.gov/public/index.cfm/
Sen. Ben Sasse (R)	NEJR	Senator	Ben	Sasse	Republican	B40E Dirksen Senate Office Building	202-224-6551	308-632-6032	N/A	N/A
Jeff Fortenberry (R-01)	NE01	Representative	Jeff	Fortenberry	Republican	1514 Longworth House Office Building	202-225-4806	402-727-0888	https://fortenberry.house.gov/contact/email-me	http://fortenberry.house.gov/
Brad Ashford (D-02)	NE02	Representative	Brad	Ashford	Democrat	107 Cannon House Office Building	202-225-4155	402-397-9944	https://ashford.house.gov/contact/email	https://ashford.house.gov/
Adrian Smith (R-03)	NE03	Representative	Adrian	Smith	Republican	2241 Rayburn House Office Building	202-225-6435	308-384-3900	https://adriansmith.house.gov/contact-me/email-me	http://adriansmith.house.gov/
Sen. Jeanne Shaheen (D)	NHSR	Senator	Jeanne	Shaheen	Democrat	520 Hart Senate Office Building	202-224-2841	603-542-4872	http://www.shaheen.senate.gov/contact/	http://www.shaheen.senate.gov/
Sen. Kelly Ayotte (R)	NHJR	Senator	Kelly	Ayotte	Republican	144 Russell Senate Office Building	202-224-3324	603-622-7979	http://www.ayotte.senate.gov/?p=contact	http://www.ayotte.senate.gov/
Frank Guinta (R-01)	NH01	Representative	Frank	Guinta	Republican	326 Cannon House Office Building	202-225-5456	603-641-9536	https://guinta.house.gov/contact/email	https://guinta.house.gov/
Ann McLane Kuster (D-02)	NH02	Representative	Ann	Kuster	Democrat	137 Cannon House Office Building	202-225-5206	603-226-1002	http://kuster.house.gov/contact	http://kuster.house.gov/
Sen. Robert Menendez (D)	NJSR	Senator	Robert	Menendez	Democrat	528 Hart Senate Office Building	202-224-4744	973-645-3030	http://www.menendez.senate.gov/contact/?i=OTH	http://www.menendez.senate.gov/
Sen. Cory A. Booker (D)	NJJR	Senator	Cory	Booker	Democrat	141 Hart Senate Office Building	202-224-3224	973-639-8700	http://www.booker.senate.gov/?p=contact	http://www.booker.senate.gov/
Donald Norcross (D-01)	NJ01	Representative	Donald	Norcross	Democrat	1531 Longworth House Office Building	202-225-6501	856-546-5100	https://norcross.house.gov/contact/email-me	http://norcross.house.gov/
Frank A. LoBiondo (R-02)	NJ02	Representative	Frank	LoBiondo	Republican	2427 Rayburn House Office Building	202-225-6572	800-471-4450	https://lobiondo.house.gov/contact-me/email-me	http://www.house.gov/lobiondo
Tom MacArthur (R-03)	NJ03	Representative	Tom	MacArthur	Republican	1239 Longworth House Office Building	202-225-4765	856-780-6436	https://macarthur.house.gov/contact/email	https://macarthur.house.gov/
Chris Smith (R-04)	NJ04	Representative	Chris	Smith	Republican	2373 Rayburn House Office Building	202-225-3765	609-585-7878	http://chrissmith.house.gov/contact/zipauth.htm	http://chrissmith.house.gov/
Scott Garrett (R-05)	NJ05	Representative	Scott	Garrett	Republican	2232 Rayburn House Office Building	202-225-4465	201-444-5454	http://garrettforms.house.gov/contact/	http://garrett.house.gov/
Frank Pallone, Jr. (D-06)	NJ06	Representative	Frank	Pallone	Democrat	237 Cannon House Office Building	202-225-4671	732-249-8892	https://pallone.house.gov/contact-me/email-me	http://pallone.house.gov/
Leonard Lance (R-07)	NJ07	Representative	Leonard	Lance	Republican	133 Cannon House Office Building	202-225-5361	908-788-6900	http://lance.house.gov/contact/email-me	http://lance.house.gov/
Albio Sires (D-08)	NJ08	Representative	Albio	Sires	Democrat	2342 Rayburn House Office Building	202-225-7919	201-558-0800	http://sires.house.gov/contact-me/email-me	http://sires.house.gov//
Bill Pascrell (D-09)	NJ09	Representative	Bill	Pascrell	Democrat	2370 Rayburn House Office Building	202-225-5751	973-523-5152	https://pascrell.house.gov/contact/email-me	http://pascrell.house.gov/
Donald Payne, Jr. (D-10)	NJ10	Representative	Donald	Payne	Democrat	103 Cannon House Office Building	202-225-3436	908-629-0222	http://payne.house.gov/contact/email-me	http://payne.house.gov/
Rodney P. Frelinghuysen (R-11)	NJ11	Representative	Rodney	Frelinghuysen	Republican	2306 Rayburn House Office Building	202-225-5034	973-984-0711	https://frelinghuysenforms.house.gov/index.cfm?sectionid=29&sectiontree=1029	http://frelinghuysen.house.gov/
Bonnie Watson Coleman (D-12)	NJ12	Representative	Bonnie	Watson Coleman	Democrat	1214 Longworth House Office Building	202-225-5801	609-750-9365	http://watsoncoleman.house.gov/contact/email	http://watsoncoleman.house.gov/
Sen. Tom Udall (D)	NMSR	Senator	Tom	Udall	Democrat	110 Hart Senate Office Building	202-224-6621	575-526-5475	http://www.tomudall.senate.gov/?p=contact	http://www.tomudall.senate.gov/?p=home
Sen. Martin Heinrich (D)	NMJR	Senator	Martin	Heinrich	Democrat	702 Hart Senate Office Building	202-224-5521	505-325-5030	http://www.heinrich.senate.gov/contact/write-martin	http://www.heinrich.senate.gov/
Michelle Lujan Grisham (D-01)	NM01	Representative	Michelle	Lujan Grisham	Democrat	214 Cannon House Office Building	202-225-6316	505-346-6781	http://lujangrisham.house.gov/contact/	http://lujangrisham.house.gov/
Steve Pearce (R-02)	NM02	Representative	Steve	Pearce	Republican	2432 Rayburn House Office Building	202-225-2365	855-473-2723	https://pearce.house.gov/contact-me/email-me	http://pearce.house.gov/
Ben Ray Lujan (D-03)	NM03	Representative	Ben Ray	Lujan	Democrat	2446 Rayburn House Office Building	202-225-6190	505-863-0582	https://lujan.house.gov/issue-subscribe	http://lujan.house.gov/
Sen. Harry Reid (D)	NVSR	Senator	Harry	Reid	Democrat	522 Hart Senate Office Building	202-224-3542	775-882-7343	http://www.reid.senate.gov/contact	http://www.reid.senate.gov/
Sen. Dean Heller (R)	NVJR	Senator	Dean	Heller	Republican	324 Hart Senate Office Building	202-224-6244	702-388-6605	http://www.heller.senate.gov/public/index.cfm/contact-form	http://www.heller.senate.gov/public/
Dina Titus (D-01)	NV01	Representative	Dina	Titus	Democrat	401 Cannon House Office Building	202-225-5965	702-220-9823	https://titus.house.gov/contact/email-me	http://titus.house.gov/
Mark Amodei (R-02)	NV02	Representative	Mark	Amodei	Republican	332 Cannon House Office Building	202-225-6155	775-686-5760	https://amodeiforms.house.gov/contact-us	http://amodei.house.gov/
Joe Heck (R-03)	NV03	Representative	Joe	Heck	Republican	132 Cannon House Office Building	202-225-3252	702-387-4941	https://heck.house.gov/contact-me/email-me	http://heck.house.gov/
Crescent Hardy (R-04)	NV04	Representative	Crescent	Hardy	Republican	1330 Longworth House Office Building	202-225-9894	702-802-4500	https://hardy.house.gov/contact/email	https://hardy.house.gov/
Sen. Charles E. (Chuck) Schumer (D)	NYSR	Senator	Charles	Schumer	Democrat	322 Hart Senate Office Building	202-224-6542	607-772-6792	http://www.schumer.senate.gov/contact/email-chuck	http://www.schumer.senate.gov/
Sen. Kirsten Gillibrand (D)	NYJR	Senator	Kirsten	Gillibrand	Democrat	478 Russell Senate Office Building	202-224-4451	631-249-2825	http://www.gillibrand.senate.gov/contact/	http://www.gillibrand.senate.gov/
Lee Zeldin (R-01)	NY01	Representative	Lee	Zeldin	Republican	1517 Longworth House Office Building	202-225-3826	631-289-6500	https://zeldin.house.gov/contact/email	https://zeldin.house.gov/
Pete King (R-02)	NY02	Representative	Pete	King	Republican	339 Cannon House Office Building	202-225-7896	516-541-4225	http://peteking.house.gov/contact/email-me	http://peteking.house.gov/
Steve Israel (D-03)	NY03	Representative	Steve	Israel	Democrat	2457 Rayburn House Office Building	202-225-3335	631-777-7391	http://israel.house.gov/contact/email-me	http://israel.house.gov/
Kathleen Rice (D-04)	NY04	Representative	Kathleen	Rice	Democrat	1508 Longworth House Office Building	202-225-5516	516-739-3008	https://kathleenrice.house.gov/contact/email	https://kathleenrice.house.gov/
Gregory W. Meeks (D-05)	NY05	Representative	Gregory	Meeks	Democrat	2234 Rayburn House Office Building	202-225-3461	347-230-4032	https://meeks.house.gov/contact-me/email-me	http://meeks.house.gov/
Grace Meng (D-06)	NY06	Representative	Grace	Meng	Democrat	1317 Longworth House Office Building	202-225-2601	718-445-7860	https://meng.house.gov/contact/email-me	http://meng.house.gov/
Nydia M. Velazquez (D-07)	NY07	Representative	Nydia	Velazquez	Democrat	2302 Rayburn House Office Building	202-225-2361	718-599-3658	http://velazquez.house.gov/IMA/issue_subscribe.shtml	http://velazquez.house.gov/index.shtml
Hakeem Jeffries (D-08)	NY08	Representative	Hakeem	Jeffries	Democrat	1339 Longworth House Office Building	202-225-5936	718-373-0033	https://jeffries.house.gov/contact/email-me	http://jeffries.house.gov/
Yvette D. Clarke (D-09)	NY09	Representative	Yvette	Clarke	Democrat	2351 Rayburn House Office Building	202-225-6231	718-287-1142	http://clarke.house.gov/contact/email-me	http://clarke.house.gov/
Jerrold Nadler (D-10)	NY10	Representative	Jerrold	Nadler	Democrat	2109 Rayburn House Office Building	202-225-5635	212-367-7350	https://jerroldnadler.house.gov/forms/writeyourrep/default.aspx	http://nadler.house.gov/
Vacant (-11)	NY11	Representative	Vacant	Vacant		512 Cannon House Office Building	202-225-3371	718-351-1062	N/A	N/A
Carolyn B. Maloney (D-12)	NY12	Representative	Carolyn	Maloney	Democrat	2308 Rayburn House Office Building	202-225-7944	212-860-0606	https://maloney.house.gov/contact/email-me	http://maloney.house.gov/
Charles B. Rangel (D-13)	NY13	Representative	Charles	Rangel	Democrat	2354 Rayburn House Office Building	202-225-4365	212-663-3900	https://rangel.house.gov/contact-me/email-me	http://rangel.house.gov/
Joseph Crowley (D-14)	NY14	Representative	Joseph	Crowley	Democrat	1436 Longworth House Office Building	202-225-3965	718-779-1400	https://crowley.house.gov/contact-me/email-me	http://crowley.house.gov/
Jose E. Serrano (D-15)	NY15	Representative	Jose	Serrano	Democrat	2227 Rayburn House Office Building	202-225-4361	718-620-0084	https://serrano.house.gov/contact-me/email-me	http://serrano.house.gov/
Eliot L. Engel (D-16)	NY16	Representative	Eliot	Engel	Democrat	2462 Rayburn House Office Building	202-225-2464	718-796-9700	https://engel.house.gov/write-your-rep1	http://engel.house.gov/index.html
Nita M. Lowey (D-17)	NY17	Representative	Nita	Lowey	Democrat	2365 Rayburn House Office Building	202-225-6506	914-428-1707	https://lowey.house.gov/contact-form	http://lowey.house.gov/index.html
Sean Patrick Maloney (D-18)	NY18	Representative	Sean Patrick	Maloney	Democrat	1529 Longworth House Office Building	202-225-5441	845-561-1259	https://seanmaloney.house.gov/contact/email-me	http://seanmaloney.house.gov/
Chris Gibson (R-19)	NY19	Representative	Chris	Gibson	Republican	1708 Longworth House Office Building	202-225-5614	845-514-2322	http://gibson.house.gov/contact/	http://gibson.house.gov/
Paul D. Tonko (D-20)	NY20	Representative	Paul	Tonko	Democrat	2463 Rayburn House Office Building	202-225-5076	518-374-4547	https://tonko.house.gov/email-form1	http://tonko.house.gov/
Elise Stefanik (R-21)	NY21	Representative	Elise	Stefanik	Republican	512 Cannon House Office Building	202-225-4611	518-563-1406	https://stefanik.house.gov/contact/email	https://stefanik.house.gov/
Richard L. Hanna (R-22)	NY22	Representative	Richard	Hanna	Republican	319 Cannon House Office Building	202-225-3665	607-723-0212	http://hannaforms.house.gov/contact/	http://hanna.house.gov/
Tom Reed (R-23)	NY23	Representative	Tom	Reed	Republican	2418 Rayburn House Office Building	202-225-3161	315-759-5229	https://reed.house.gov/contact-me/email-me	http://reed.house.gov/
John Katko (R-24)	NY24	Representative	John	Katko	Republican	1123 Longworth House Office Building	202-225-3701	N/A	https://katko.house.gov/contact/email	https://katko.house.gov/
Louise M. Slaughter (D-25)	NY25	Representative	Louise	Slaughter	Democrat	2469 Rayburn House Office Building	202-225-3615	585-232-4850	https://louise.house.gov/contact-louise	http://www.louise.house.gov/
Brian Higgins (D-26)	NY26	Representative	Brian	Higgins	Democrat	2459 Rayburn House Office Building	202-225-3306	716-852-3501	http://higgins.house.gov/contact/email-brian	http://higgins.house.gov/
Chris Collins (R-27)	NY27	Representative	Chris	Collins	Republican	1711 Longworth House Office Building	202-225-5265	716-634-2324	https://chriscollins.house.gov/contact/email-me	http://chriscollins.house.gov/
Sen. Sherrod Brown (D)	OHSR	Senator	Sherrod	Brown	Democrat	713 Hart Senate Office Building	202-224-2315	513-684-1021	http://www.brown.senate.gov/contact	http://www.brown.senate.gov/
Sen. Rob Portman (R)	OHJR	Senator	Rob	Portman	Republican	448 Russell Senate Office Building	202-224-3353	614-469-6774	https://www.portman.senate.gov/public/index.cfm/contact-form	http://www.portman.senate.gov/public/index.cfm/home
Steve Chabot (R-01)	OH01	Representative	Steve	Chabot	Republican	2371 Rayburn House Office Building	202-225-2216	513-684-2723	http://chabot.house.gov/contact/	http://chabot.house.gov/
Brad Wenstrup (R-02)	OH02	Representative	Brad	Wenstrup	Republican	1318 Longworth House Office Building	202-225-3164	513-474-7777	http://wenstrup.house.gov/contact/	http://wenstrup.house.gov/
Joyce Beatty (D-03)	OH03	Representative	Joyce	Beatty	Democrat	133 Cannon House Office Building	202-225-4324	614-220-0003	https://beatty.house.gov/contact/email-me	http://beatty.house.gov/
Jim Jordan (R-04)	OH04	Representative	Jim	Jordan	Republican	1524 Longworth House Office Building	202-225-2676	419-999-6455	http://jordan.house.gov/contact/	http://jordan.house.gov/
Bob Latta (R-05)	OH05	Representative	Bob	Latta	Republican	2448 Rayburn House Office Building	202-225-6405	419-354-8700	http://latta.house.gov/contact/	http://latta.house.gov/
Bill Johnson (R-06)	OH06	Representative	Bill	Johnson	Republican	1710 Longworth House Office Building	202-225-5705	740-376-0868	http://billjohnson.house.gov/contact/	http://billjohnson.house.gov/
Bob Gibbs (R-07)	OH07	Representative	Bob	Gibbs	Republican	329 Cannon House Office Building	202-225-6265	419-207-0650	https://gibbs.house.gov/contact-me/email-me	http://gibbs.house.gov/
John A. Boehner (R-08)	OH08	Representative	John	Boehner	Republican	1011 Longworth House Office Building	202-225-6205	513-779-5400	http://boehner.house.gov/contact/	http://boehner.house.gov/
Marcy Kaptur (D-09)	OH09	Representative	Marcy	Kaptur	Democrat	2186 Rayburn House Office Building	202-225-4146	419-259-7500	https://forms.house.gov/kaptur/webforms/issue_subscribe.shtml	http://www.kaptur.house.gov/
Michael R. Turner (R-10)	OH10	Representative	Michael	Turner	Republican	2239 Rayburn House Office Building	202-225-6465	937-225-2843	http://turner.house.gov/contact/	http://turner.house.gov/
Marcia L. Fudge (D-11)	OH11	Representative	Marcia	Fudge	Democrat	2344 Rayburn House Office Building	202-225-7032	216-522-4900	https://fudgeforms.house.gov/index.cfm?sectionid=214&sectiontree=204214	http://fudge.house.gov/
Patrick J. Tiberi (R-12)	OH12	Representative	Patrick	Tiberi	Republican	1203 Longworth House Office Building	202-225-5355	614-523-2555	https://writerep.house.gov/writerep/welcome.shtml	http://tiberi.house.gov/
Tim Ryan (D-13)	OH13	Representative	Tim	Ryan	Democrat	1421 Longworth House Office Building	202-225-5261	330-740-0193	http://timryanforms.house.gov/contact/	http://timryan.house.gov/
Dave Joyce (R-14)	OH14	Representative	Dave	Joyce	Republican	1535 Longworth House Office Building	202-225-5731	440-352-3939	https://joyce.house.gov/email-me	http://joyce.house.gov/
Steve Stivers (R-15)	OH15	Representative	Steve	Stivers	Republican	1022 Longworth House Office Building	202-225-2015	614-771-4968	http://stivers.house.gov/contact/	http://stivers.house.gov/
James B. Renacci (R-16)	OH16	Representative	James	Renacci	Republican	328 Cannon House Office Building	202-225-3876	330-334-0040	https://renacci.house.gov/index.cfm/contact-form	http://renacci.house.gov/
Sen. James M. Inhofe (R)	OKSR	Senator	James	Inhofe	Republican	205 Russell Senate Office Building	202-224-4721	918-426-0933	http://www.inhofe.senate.gov/contact	http://www.inhofe.senate.gov/
Sen. James Lankford (R)	OKJR	Senator	James	Lankford	Republican	B40C Dirksen Senate Office Building	202-224-5754	405-234-9900	N/A	N/A
Jim Bridenstine (R-01)	OK01	Representative	Jim	Bridenstine	Republican	216 Cannon House Office Building	202-225-2211	918-935-3222	https://bridenstine.house.gov/contact/email-me	http://bridenstine.house.gov/
Markwayne Mullin (R-02)	OK02	Representative	Markwayne	Mullin	Republican	1113 Longworth House Office Building	202-225-2701	918-423-5951	https://mullin.house.gov/contact/email-me	http://mullin.house.gov/
Frank Lucas (R-03)	OK03	Representative	Frank	Lucas	Republican	2311 Rayburn House Office Building	202-225-5565	405-373-1958	https://lucas.house.gov/contact-me/email-me	http://lucas.house.gov/
Tom Cole (R-04)	OK04	Representative	Tom	Cole	Republican	2467 Rayburn House Office Building	202-225-6165	580-436-5375	https://coleforms.house.gov/contact/default.aspx	http://cole.house.gov/
Steve Russell (R-05)	OK05	Representative	Steve	Russell	Republican	128 Cannon House Office Building	202-225-2132	405-234-9900	https://russell.house.gov/contact/email	https://russell.house.gov/
Sen. Ron Wyden (D)	ORSR	Senator	Ron	Wyden	Democrat	221 Dirksen Senate Office Building	202-224-5244	541-431-0229	http://www.wyden.senate.gov/contact/	http://www.wyden.senate.gov/
Sen. Jeff Merkley (D)	ORJR	Senator	Jeff	Merkley	Democrat	313 Hart Senate Office Building	202-224-3753	503-326-3386	http://www.merkley.senate.gov/contact/	http://www.merkley.senate.gov/
Suzanne Bonamici (D-01)	OR01	Representative	Suzanne	Bonamici	Democrat	439 Cannon House Office Building	202-225-0855	503-469-6010	https://bonamici.house.gov/contact-me/email-me	http://bonamici.house.gov/
Greg Walden (R-02)	OR02	Representative	Greg	Walden	Republican	2185 Rayburn House Office Building	202-225-6730	800-533-3303	https://walden.house.gov/index.cfm?sectionid=117&sectiontree=7117	http://walden.house.gov/
Earl Blumenauer (D-03)	OR03	Representative	Earl	Blumenauer	Democrat	1111 Longworth House Office Building	202-225-4811	503-231-2300	https://forms.house.gov/blumenauer/webforms/issue_subscribe.html	http://blumenauer.house.gov/
Peter A. DeFazio (D-04)	OR04	Representative	Peter	DeFazio	Democrat	2134 Rayburn House Office Building	202-225-6416	541-440-3523	https://defazio.house.gov/contact/email-me	http://defazio.house.gov/
Kurt Schrader (D-05)	OR05	Representative	Kurt	Schrader	Democrat	2461 Rayburn House Office Building	202-225-5711	503-557-1324	http://schrader.house.gov/contact/	http://schrader.house.gov/
Sen. Robert P. Casey, Jr. (D)	PASR	Senator	Robert	Casey	Democrat	393 Russell Senate Office Building	202-224-6324	412-803-7370	http://www.casey.senate.gov/contact	http://www.casey.senate.gov/
Sen. Pat Toomey (R)	PAJR	Senator	Pat	Toomey	Republican	248 Russell Senate Office Building	202-224-4254	610-434-1444	http://www.toomey.senate.gov/?p=contact	http://www.toomey.senate.gov/
Robert A. Brady (D-01)	PA01	Representative	Robert	Brady	Democrat	102 Cannon House Office Building	202-225-4731	610-874-7094	https://brady.house.gov/contact-me/email-me	http://brady.house.gov/
Chaka Fattah (D-02)	PA02	Representative	Chaka	Fattah	Democrat	2301 Rayburn House Office Building	202-225-4001	215-871-4455	https://fattahforms.house.gov/contact-rep-fattah	http://fattah.house.gov/index.html
Mike Kelly (R-03)	PA03	Representative	Mike	Kelly	Republican	1519 Longworth House Office Building	202-225-5406	814-454-8190	https://kelly.house.gov/contact-me/email-me	http://kelly.house.gov/
Scott Perry (R-04)	PA04	Representative	Scott	Perry	Republican	1207 Longworth House Office Building	202-225-5836	717-338-1919	http://perry.house.gov/contact/	http://perry.house.gov/
Glenn (GT) Thompson (R-05)	PA05	Representative	Glenn	Thompson	Republican	124 Cannon House Office Building	202-225-5121	814-827-3985	https://thompson.house.gov/contact-me/email-me	http://thompson.house.gov/
Ryan Costello (R-06)	PA06	Representative	Ryan	Costello	Republican	427 Cannon House Office Building	202-225-4315	610-376-7630	https://costello.house.gov/contact/email	https://costello.house.gov/
Patrick Meehan (R-07)	PA07	Representative	Patrick	Meehan	Republican	204 Cannon House Office Building	202-225-2011	610-690-7323	https://meehan.house.gov/contact/email-me	http://meehan.house.gov/
Mike Fitzpatrick (R-08)	PA08	Representative	Mike	Fitzpatrick	Republican	2400 Rayburn House Office Building	202-225-4276	215-579-8102	https://fitzpatrick.house.gov/contact-me/email-me	http://fitzpatrick.house.gov/
Bill Shuster (R-09)	PA09	Representative	Bill	Shuster	Republican	2268 Rayburn House Office Building	202-225-2431	814-696-6318	http://shuster.house.gov/contact-form/	http://shuster.house.gov/
Thomas Marino (R-10)	PA10	Representative	Thomas	Marino	Republican	410 Cannon House Office Building	202-225-3731	570-322-3961	https://marino.house.gov/contact-me/email-me	http://marino.house.gov/
Louis J. (Lou) Barletta (R-11)	PA11	Representative	Louis	Barletta	Republican	115 Cannon House Office Building	202-225-6511	570-751-0050	https://barletta.house.gov/contact/email-me	http://barletta.house.gov/
Keith Rothfus (R-12)	PA12	Representative	Keith	Rothfus	Republican	1205 Longworth House Office Building	202-225-2065	412-837-1361	https://rothfus.house.gov/email-keith	http://rothfus.house.gov/
Brendan F. Boyle (D-13)	PA13	Representative	Brendan	Boyle	Democrat	118 Cannon House Office Building	202-225-6111	215-517-6572	https://boyle.house.gov/contact/email	https://boyle.house.gov/
Mike Doyle (D-14)	PA14	Representative	Mike	Doyle	Democrat	239 Cannon House Office Building	202-225-2135	412-241-6055	https://doyle.house.gov/contact-me/email-me	http://doyle.house.gov/
Charlie Dent (R-15)	PA15	Representative	Charlie	Dent	Republican	2211 Rayburn House Office Building	202-225-6411	610-770-3490	https://dent.house.gov/?p=ContactForm	http://dent.house.gov/
Joe Pitts (R-16)	PA16	Representative	Joe	Pitts	Republican	420 Cannon House Office Building	202-225-2411	717-393-0667	https://pitts.house.gov/contact-me/legislative-contact-form	http://pitts.house.gov/
Matt Cartwright (D-17)	PA17	Representative	Matt	Cartwright	Democrat	1419 Longworth House Office Building	202-225-5546	570-341-1050	https://cartwright.house.gov/contact/email-me	http://cartwright.house.gov/
Tim Murphy (R-18)	PA18	Representative	Tim	Murphy	Republican	2332 Rayburn House Office Building	202-225-2301	724-850-7312	https://murphy.house.gov/contact-me	http://murphy.house.gov/index.html
R.C. Pedro Pierluisi (D)	PR00	Resident Commissioner	Pedro	Pierluisi	Democrat	2410 Rayburn House Office Building	202-225-2615	787-723-6333	https://pierluisi.house.gov/contact/email-me	http://pierluisi.house.gov/
Sen. Jack Reed (D)	RISR	Senator	Jack	Reed	Democrat	728 Hart Senate Office Building	202-224-4642	401-528-5200	http://www.reed.senate.gov/contact/email	http://www.reed.senate.gov/
Sen. Sheldon Whitehouse (D)	RIJR	Senator	Sheldon	Whitehouse	Democrat	530 Hart Senate Office Building	202-224-2921	401-453-5294	http://www.whitehouse.senate.gov/contact/	http://www.whitehouse.senate.gov/
David Cicilline (D-01)	RI01	Representative	David	Cicilline	Democrat	2244 Rayburn House Office Building	202-225-4911	401-729-5600	https://cicilline.house.gov/contact-me/email-me	http://cicilline.house.gov/
Jim Langevin (D-02)	RI02	Representative	Jim	Langevin	Democrat	109 Cannon House Office Building	202-225-2735	401-732-9400	https://langevin.house.gov/contact-me/email-me	http://langevin.house.gov/
Sen. Lindsey Graham (R)	SCSR	Senator	Lindsey	Graham	Republican	290 Russell Senate Office Building	202-224-5972	803-366-2828	http://www.lgraham.senate.gov/public/index.cfm?FuseAction=Contact.EmailSenatorGraham	http://www.lgraham.senate.gov/public/
Sen. Tim Scott (R)	SCJR	Senator	Tim	Scott	Republican	167 Russell Senate Office Building	202-224-6121	843-727-4525	http://www.scott.senate.gov/contact/email-me	http://www.scott.senate.gov
Mark Sanford (R-01)	SC01	Representative	Mark	Sanford	Republican	2201 Rayburn House Office Building	202-225-3176	843-352-7572	https://sanford.house.gov/contact/email-me	http://sanford.house.gov/
Joe Wilson (R-02)	SC02	Representative	Joe	Wilson	Republican	2229 Rayburn House Office Building	202-225-2452	803-939-0041	https://joewilson.house.gov/contact/email-me	http://joewilson.house.gov/
Jeff Duncan (R-03)	SC03	Representative	Jeff	Duncan	Republican	106 Cannon House Office Building	202-225-5301	803-649-5571	https://jeffduncan.house.gov/contact-me/email-me	http://jeffduncan.house.gov/
Trey Gowdy (R-04)	SC04	Representative	Trey	Gowdy	Republican	1404 Longworth House Office Building	202-225-6030	864-241-0175	http://gowdy.house.gov/contact/	http://gowdy.house.gov/
Mick Mulvaney (R-05)	SC05	Representative	Mick	Mulvaney	Republican	2419 Rayburn House Office Building	202-225-5501	803-327-1114	https://forms.house.gov/mulvaney/webforms/zipauthen_contact.shtml	http://mulvaney.house.gov/
